,Lat,Lon,City,Country,Max Temp,Humidity,Cloudiness,Wind Speed,Set
399,-3.0,83.0,matara,lk,53.6,66,75,5.82,Set 8
400,38.0,-4.0,andujar,es,49.44,81,92,8.63,Set 9
401,66.0,-16.0,husavik,is,30,100,76,7.18,Set 9
402,-46.0,179.0,waipawa,nz,55.56,88,44,5.61,Set 9
403,21.0,41.0,mecca,sa,87.8,40,0,3.15,Set 9
404,47.0,135.0,vyazemskiy,ru,14.7,49,32,11.77,Set 9
405,32.0,114.0,xinyang,cn,42.06,97,56,9.42,Set 9
406,-9.0,119.0,bima,id,72.21,100,48,2.26,Set 9
407,75.0,30.0,berlevag,no,19.4,79,20,11.41,Set 9
408,-23.0,18.0,rehoboth,na,68.79,70,48,2.93,Set 9
409,53.0,14.0,angermunde,de,30.2,28,0,12.75,Set 9
410,55.0,48.0,yalchiki,ru,,,,,Set 9
411,47.0,90.0,altay,cn,19.92,82,56,2.71,Set 9
412,10.0,42.0,dire dawa,et,59.43,83,0,2.15,Set 9
413,45.0,124.0,qianan,cn,25.68,59,0,10.65,Set 9
414,78.0,-43.0,ilulissat,gl,28.4,68,20,4.7,Set 9
415,-13.0,147.0,port moresby,pg,73.4,100,90,6.93,Set 9
416,-9.0,36.0,malinyi,tz,73.65,93,12,2.26,Set 9
417,-9.0,131.0,nguiu,au,,,,,Set 9
418,-72.0,54.0,east london,za,68,77,0,9.17,Set 9
419,52.0,146.0,katangli,ru,12.81,96,76,16.24,Set 9
420,42.0,77.0,kyzyl-suu,kg,29.55,100,0,0.92,Set 9
421,4.0,-14.0,mattru,sl,85.98,64,20,6.4,Set 9
422,62.0,24.0,kangasala,fi,32,76,40,16.11,Set 9
423,10.0,-4.0,gaoua,bf,89.58,45,12,6.17,Set 9
424,15.0,-44.0,cayenne,gf,77,94,92,10.29,Set 9
425,9.0,35.0,dembi dolo,et,69.42,71,8,1.59,Set 9
426,46.0,133.0,lazo,ru,20.91,88,92,11.65,Set 9
427,33.0,-81.0,orangeburg,us,77,22,75,5.61,Set 9
428,21.0,-69.0,samana,do,89.6,59,40,3.36,Set 9
429,55.0,5.0,harlingen,nl,87.8,58,40,8.05,Set 9
430,-33.0,4.0,luderitz,na,64.4,82,12,18.34,Set 9
431,-18.0,122.0,broome,au,33.8,64,75,17.22,Set 9
432,-2.0,-68.0,tonantins,br,88.41,71,32,6.96,Set 9
433,-35.0,-70.0,rengo,cl,68,56,0,13.87,Set 9
434,50.0,-6.0,penzance,gb,30.2,92,75,20.8,Set 9
435,-45.0,-53.0,mar del plata,ar,68.97,37,0,25.52,Set 9
436,30.0,119.0,tunxi,cn,,,,,Set 9
437,27.0,-25.0,los llanos de aridane,es,68,77,20,17.22,Set 9
438,-22.0,-43.0,sapucaia,br,80.13,76,32,4.16,Set 9
439,-20.0,-38.0,linhares,br,84.99,70,12,6.62,Set 9
440,65.0,40.0,severodvinsk,ru,19.4,100,90,8.95,Set 9
441,57.0,24.0,riga,lv,32,79,0,8.05,Set 9
442,-10.0,43.0,mitsamiouli,km,82.4,83,40,4.7,Set 9
443,33.0,62.0,kusk,af,,,,,Set 9
444,56.0,-68.0,sept-iles,ca,28.4,36,75,8.05,Set 9
445,53.0,87.0,kaz,ru,11.19,69,0,2.37,Set 9
446,-8.0,-89.0,san cristobal,ec,68,45,40,12.75,Set 9
447,60.0,54.0,gayny,ru,-3.31,62,32,5.95,Set 9
448,67.0,128.0,batagay-alyta,ru,-30.58,0,8,2.93,Set 9
449,25.0,21.0,jalu,ly,71.85,24,0,10.54,Set 9
450,7.0,119.0,cagayan de tawi-tawi,ph,,,,,Set 10
451,-7.0,140.0,merauke,id,74.64,100,92,4.83,Set 10
452,10.0,27.0,uwayl,sd,,,,,Set 10
453,22.0,7.0,arlit,ne,85.8,14,0,7.29,Set 10
454,25.0,66.0,uthal,pk,60.78,85,0,3.71,Set 10
455,-38.0,176.0,mamaku,nz,51.69,80,0,6.17,Set 10
456,-34.0,116.0,collie,au,54.48,94,0,8.19,Set 10
457,0.0,-70.0,mitu,co,30.81,75,0,2.37,Set 10
458,-19.0,25.0,pandamatenga,bw,73.65,61,68,4.94,Set 10
459,63.0,114.0,mirnyy,ru,15.42,80,0,13.44,Set 10
460,-22.0,30.0,beitbridge,zw,75.18,61,0,10.76,Set 10
461,57.0,53.0,yakshur-bodya,ru,,,,,Set 10
462,14.0,-63.0,chateaubelair,vc,84.2,62,20,17.22,Set 10
463,42.0,-131.0,coos bay,us,46.4,81,1,8.05,Set 10
464,-19.0,147.0,townsville,au,77,88,80,4.7,Set 10
465,2.0,-83.0,muisne,ec,82.29,84,32,5.17,Set 10
466,12.0,-72.0,uribia,co,93,40,0,18.25,Set 10
467,17.0,76.0,indi,in,76.26,70,92,6.73,Set 10
468,-22.0,-172.0,pangai,to,77,88,20,10.65,Set 10
469,-24.0,48.0,vangaindrano,mg,69.51,100,92,5.73,Set 10
470,45.0,-135.0,port hardy,ca,42.8,87,75,2.24,Set 10
471,46.0,80.0,sarkand,kz,21.99,68,0,2.37,Set 10
472,16.0,94.0,labutta,mm,,,,,Set 10
473,57.0,71.0,vikulovo,ru,5.16,76,0,9.31,Set 10
474,-19.0,23.0,nokaneng,bw,75.54,63,44,5.61,Set 10
475,-4.0,-37.0,aracati,br,88.41,65,12,10.65,Set 10
476,-6.0,14.0,matadi,cd,86.88,51,56,10.09,Set 10
477,4.0,88.0,kalmunai,lk,75.09,95,76,4.16,Set 10
478,54.0,32.0,khislavichi,ru,6.33,56,0,5.73,Set 10
479,-10.0,19.0,saurimo,ao,75.81,73,56,4.27,Set 10
480,57.0,0.0,boddam,gb,35.6,64,75,9.17,Set 10
481,60.0,92.0,teya,ru,93.54,41,0,6.51,Set 10
482,11.0,43.0,jibuti,dj,,,,,Set 10
483,20.0,125.0,basco,ph,46.4,70,90,4.7,Set 10
484,-4.0,20.0,mangai,cd,76.53,92,56,2.37,Set 10
485,-9.0,162.0,auki,sb,86.79,39,32,2.59,Set 10
486,5.0,0.0,accra,gh,84.2,74,20,17.22,Set 10
487,20.0,145.0,tateyama,jp,39.18,90,92,1.14,Set 10
488,38.0,-87.0,owensboro,us,53.6,87,90,6.06,Set 10
489,20.0,-81.0,west bay,ky,32,92,75,13.87,Set 10
490,11.0,27.0,babanusah,sd,,,,,Set 10
491,67.0,12.0,sorland,no,30.2,80,75,28.86,Set 10
492,4.0,-118.0,san patricio,mx,97.05,45,0,10.76,Set 10
493,39.0,2.0,santa eulalia del rio,es,,,,,Set 10
494,31.0,-119.0,rosarito,mx,82.4,72,75,5.82,Set 10
495,61.0,64.0,zelenoborsk,ru,10.11,73,80,5.39,Set 10
496,19.0,40.0,tawkar,sd,,,,,Set 10
497,15.0,-80.0,san andres,co,79.77,100,0,13.22,Set 10
498,64.0,78.0,tarko-sale,ru,5.34,76,80,3.04,Set 10
499,35.0,-128.0,half moon bay,us,51.8,76,1,8.05,Set 10
500,12.0,105.0,kampong chhnang,kh,74.19,93,56,3.04,Set 11
501,66.0,53.0,shchelyayur,ru,,,,,Set 11
502,9.0,-66.0,zaraza,ve,96.15,32,0,13.89,Set 11
503,20.0,69.0,mangrol,in,65.37,36,0,6.17,Set 11
504,45.0,-108.0,powell,us,51.8,23,5,5.82,Set 11
505,54.0,45.0,zykovo,ru,4.71,60,0,10.42,Set 11
506,25.0,-95.0,matamoros,mx,86,58,40,8.05,Set 11
507,-13.0,-69.0,tambopata,pe,,,,,Set 11
508,-12.0,144.0,daru,pg,86.61,62,24,6.96,Set 11
509,-25.0,-51.0,prudentopolis,br,85.89,68,0,4.61,Set 11
510,70.0,156.0,srednekolymsk,ru,-19.87,29,44,5.95,Set 11
511,13.0,-17.0,gunjur,gm,86,45,44,14.99,Set 11
512,47.0,-71.0,beaupre,ca,17.6,43,20,19.46,Set 11
513,63.0,149.0,burkhala,ru,,,,,Set 11
514,-12.0,112.0,kanigoro,id,79.32,100,80,3.6,Set 11
515,62.0,88.0,turukhansk,ru,12.18,74,36,16.24,Set 11
516,15.0,100.0,doembang nangbuat,th,79.68,74,0,9.75,Set 11
517,-5.0,-169.0,saleaula,ws,,,,,Set 11
518,51.0,-94.0,kenora,ca,35.6,62,90,3.6,Set 11
519,53.0,69.0,krasnoarmeysk,kz,17.6,57,0,8.95,Set 11
520,63.0,85.0,krasnoselkup,ru,,,,,Set 11
521,2.0,-33.0,touros,br,86.79,69,0,13.89,Set 11
522,68.0,76.0,novyy urengoy,ru,1.83,69,24,15.9,Set 11
523,-11.0,-43.0,utinga,br,87.8,58,20,14.99,Set 11
524,59.0,152.0,ola,ru,3.2,45,68,8.95,Set 11
525,-16.0,115.0,karratha,au,81.39,46,0,7.07,Set 11
526,53.0,100.0,orlik,ru,8.76,69,0,1.92,Set 11
527,9.0,109.0,phan thiet,vn,77.07,97,0,11.43,Set 11
528,-38.0,156.0,ulladulla,au,60.8,93,40,3.36,Set 11
529,6.0,121.0,timbangan,ph,,,,,Set 11
530,28.0,119.0,quzhou,cn,59.79,99,92,2.48,Set 11
531,-7.0,6.0,mayumba,ga,81.93,94,56,11.99,Set 11
532,-32.0,13.0,oranjemund,na,62.76,92,76,14.79,Set 11
533,28.0,59.0,bam,ir,51.78,54,64,4.38,Set 11
534,20.0,140.0,naze,jp,86,70,75,5.82,Set 11
535,66.0,-56.0,sisimiut,gl,18.66,90,0,1.59,Set 11
536,37.0,107.0,pingliang,cn,40.98,94,92,5.28,Set 11
537,43.0,56.0,beyneu,kz,37.92,80,0,7.07,Set 11
538,-14.0,-68.0,rurrenabaque,bo,77,100,90,3.04,Set 11
539,-6.0,128.0,ambon,id,39.2,60,0,8.05,Set 11
540,42.0,45.0,akhmeta,ge,51.8,76,0,1.81,Set 11
541,13.0,16.0,massakory,td,83.46,31,0,4.72,Set 11
542,-25.0,174.0,vao,nc,27.93,85,0,14,Set 11
543,-1.0,105.0,simpang,id,78.8,83,75,5.82,Set 11
544,-29.0,118.0,northam,au,30.2,92,75,13.87,Set 11
545,33.0,-3.0,nador,ma,60.8,77,0,14.99,Set 11
546,33.0,-96.0,greenville,us,71.6,33,5,6.73,Set 11
547,-1.0,-64.0,barcelos,br,53.6,66,40,4.7,Set 11
548,-34.0,140.0,murray bridge,au,62.04,95,32,13.11,Set 11
549,39.0,139.0,sakata,jp,45.93,88,92,11.77,Set 11
550,-14.0,31.0,petauke,zm,75.54,59,8,11.99,Set 12
551,14.0,19.0,oum hadjer,td,79.86,42,0,3.38,Set 12
552,45.0,38.0,krymsk,ru,57.2,62,24,17.9,Set 12
553,45.0,106.0,mandalgovi,mn,27.39,75,80,2.71,Set 12
554,20.0,-14.0,atar,mr,84.2,9,24,10.29,Set 12
555,15.0,97.0,ye,mm,,,,,Set 12
556,15.0,-87.0,la rosa,hn,63.66,80,0,16.35,Set 12
557,53.0,-91.0,sioux lookout,ca,30.2,54,75,8.05,Set 12
558,3.0,89.0,banda aceh,id,75.54,97,8,2.93,Set 12
559,12.0,21.0,am timan,td,81.75,27,0,3.94,Set 12
560,-6.0,-46.0,grajau,br,,,,,Set 12
561,36.0,92.0,lasa,cn,62.6,71,0,6.93,Set 12
562,37.0,-110.0,cortez,us,33.8,80,75,12.75,Set 12
563,25.0,57.0,sharjah,ae,73.4,56,0,10.29,Set 12
564,22.0,49.0,abu samrah,qa,62.76,41,24,9.64,Set 12
565,29.0,55.0,darab,ir,37.56,60,0,1.48,Set 12
566,57.0,106.0,ust-kut,ru,8.22,71,20,2.37,Set 12
567,-6.0,-81.0,sechura,pe,80.22,66,12,10.76,Set 12
568,7.0,-4.0,daoukro,ci,88.05,57,24,3.83,Set 12
569,29.0,10.0,nalut,ly,66.9,23,0,15.79,Set 12
570,-33.0,-61.0,rosario,ar,68,72,75,23.04,Set 12
571,42.0,91.0,hami,cn,47.28,55,20,17.47,Set 12
572,43.0,-63.0,halifax,ca,27.66,100,8,14.79,Set 12
573,61.0,105.0,vanavara,ru,26.58,91,48,8.3,Set 12
574,-47.0,-78.0,coihaique,cl,57.2,54,75,9.17,Set 12
575,42.0,119.0,mujiayingzi,cn,29.73,76,76,7.52,Set 12
576,49.0,-81.0,cochrane,ca,,,,,Set 12
577,55.0,108.0,magistralnyy,ru,5.79,71,0,2.71,Set 12
578,-9.0,173.0,lolua,tv,,,,,Set 12
579,53.0,53.0,pleshanovo,ru,32,78,0,11.18,Set 12
580,-19.0,-75.0,camana,pe,,,,,Set 12
581,44.0,16.0,knin,hr,50,87,75,13.87,Set 12
582,-16.0,-88.0,hualmay,pe,76.98,67,8,4.72,Set 12
583,60.0,141.0,okhotsk,ru,12.45,91,64,9.53,Set 12
584,35.0,-10.0,azimur,ma,,,,,Set 12
585,-17.0,-171.0,alofi,nu,71.6,94,36,1.12,Set 12
586,24.0,131.0,nishihara,jp,53.6,66,75,2.24,Set 12
587,28.0,109.0,tongren,cn,42.96,100,92,7.18,Set 12
588,-18.0,161.0,poum,nc,48.2,61,40,6.93,Set 12
589,-8.0,-52.0,sao felix do xingu,br,86.16,69,20,2.71,Set 12
590,52.0,75.0,ekibastuz,kz,23.07,88,64,5.84,Set 12
591,-22.0,-42.0,itaocara,br,82.47,74,8,4.16,Set 12
592,19.0,29.0,marawi,sd,63.93,96,12,2.93,Set 12
593,17.0,46.0,najran,sa,77,17,0,4.7,Set 12
594,32.0,18.0,surt,ly,62.58,83,0,8.19,Set 12
595,34.0,-88.0,columbus,us,82.4,38,1,3.6,Set 12
596,24.0,-9.0,taoudenni,ml,82.83,12,0,3.15,Set 12
597,16.0,86.0,narasannapeta,in,71.4,96,0,2.59,Set 12
598,46.0,131.0,qitaihe,cn,17.13,53,0,10.76,Set 12
599,22.0,89.0,baghmara,in,62.85,40,0,5.17,Set 12
600,15.0,109.0,quang ngai,vn,63.3,92,24,2.15,Set 13
601,40.0,-11.0,peniche,pt,55.4,71,20,6.93,Set 13
602,18.0,26.0,kutum,sd,67.26,26,0,5.06,Set 13
603,-16.0,128.0,kununurra,au,77,94,36,4.7,Set 13
604,-7.0,108.0,kadungora,id,63.75,96,20,1.25,Set 13
605,60.0,-6.0,vagur,fo,41.07,100,0,11.65,Set 13
606,42.0,85.0,korla,cn,,,,,Set 13
607,49.0,140.0,mayskiy,ru,60.8,48,75,8.95,Set 13
608,9.0,-61.0,tucupita,ve,91.11,47,0,9.42,Set 13
609,62.0,129.0,pokrovsk,ru,21.99,92,92,19.04,Set 13
610,40.0,129.0,helong,cn,63.93,95,92,2.93,Set 13
611,30.0,133.0,nichinan,jp,58.35,100,92,2.15,Set 13
612,26.0,-133.0,lompoc,us,55.4,58,1,7.74,Set 13
613,62.0,29.0,savonlinna,fi,33.8,69,90,11.41,Set 13
614,-9.0,166.0,lata,sb,42.87,58,0,2.82,Set 13
615,60.0,89.0,teguldet,ru,22.08,88,12,6.29,Set 13
616,42.0,28.0,ahtopol,bg,39.2,93,20,9.17,Set 13
617,59.0,39.0,chebsara,ru,18.75,82,76,11.43,Set 13
618,-21.0,-60.0,mayor pablo lagerenza,py,94.71,55,0,21.16,Set 13
619,39.0,-92.0,fulton,us,30.2,39,90,4.7,Set 13
620,29.0,61.0,khash,ir,59.16,36,0,14.56,Set 13
621,57.0,164.0,ust-kamchatsk,ru,,,,,Set 13
622,-14.0,-34.0,conde,br,85.8,70,8,10.54,Set 13
623,-1.0,-84.0,manta,ec,41.88,95,92,5.06,Set 13
624,53.0,-64.0,havre-saint-pierre,ca,26.6,79,90,21.92,Set 13
625,17.0,35.0,barbar,sd,,,,,Set 13
626,32.0,131.0,kobayashi,jp,55.47,94,92,3.6,Set 13
627,61.0,-116.0,hay river,ca,32,60,20,8.05,Set 13
628,59.0,90.0,novobirilyussy,ru,18.21,85,20,6.17,Set 13
629,-6.0,104.0,pringsewu,id,74.37,96,48,1.7,Set 13
630,35.0,40.0,abu kamal,sy,58.35,27,20,5.95,Set 13
631,56.0,77.0,vengerovo,ru,27.21,87,20,15.01,Set 13
632,-39.0,137.0,victor harbor,au,64.4,59,75,17.22,Set 13
633,-10.0,161.0,kirakira,sb,81.3,100,76,10.76,Set 13
634,18.0,107.0,dong hoi,vn,72.93,97,8,7.18,Set 13
635,6.0,110.0,sibu,my,77,100,75,3.15,Set 13
636,-38.0,157.0,kiama,au,60.8,93,40,3.36,Set 13
637,-3.0,-167.0,samalaeulu,ws,,,,,Set 13
638,39.0,-99.0,hays,us,51.8,50,90,19.46,Set 13
639,28.0,39.0,sakakah,sa,,,,,Set 13
640,17.0,-101.0,tecpan,mx,78.8,50,40,9.17,Set 13
641,-37.0,-65.0,santa rosa,ar,71.67,32,0,19.82,Set 13
642,8.0,-2.0,wenchi,gh,78.33,90,32,3.04,Set 13
643,30.0,-18.0,santa cruz de la palma,es,68,77,20,17.22,Set 13
644,34.0,118.0,suicheng,cn,44.31,99,92,9.31,Set 13
645,-20.0,94.0,labuhan,id,71.85,96,68,2.26,Set 13
646,46.0,82.0,urdzhar,kz,,,,,Set 13
647,40.0,125.0,dandong,cn,24.96,75,0,2.93,Set 13
648,-18.0,-49.0,buriti alegre,br,82.29,89,32,0.92,Set 13
649,3.0,-72.0,mapiripan,co,85.71,67,36,9.64,Set 13
650,-8.0,151.0,kandrian,pg,72.21,100,100,2.37,Set 14
651,27.0,-98.0,kingsville,us,53.6,23,1,8.05,Set 14
652,49.0,18.0,trencin,sk,26.6,53,90,18.34,Set 14
653,40.0,-3.0,tarancon,es,51.8,70,20,10.29,Set 14
654,35.0,-87.0,athens,us,60.8,62,1,6.93,Set 14
655,64.0,51.0,zheleznodorozhnyy,ru,17.6,40,0,6.71,Set 14
656,39.0,144.0,yamada,jp,46.4,75,75,2.24,Set 14
657,-42.0,-70.0,san carlos de bariloche,ar,53.6,54,0,17.22,Set 14
658,32.0,50.0,masjed-e soleyman,ir,,,,,Set 14
659,28.0,-106.0,santa cruz de rosales,mx,,,,,Set 14
660,46.0,112.0,baruun-urt,mn,19.11,82,0,8.63,Set 14
661,3.0,31.0,arua,ug,72.66,93,80,0.92,Set 14
662,-17.0,51.0,ambodifototra,mg,,,,,Set 14
663,76.0,-141.0,aklavik,ca,-7.61,76,75,2.24,Set 14
664,2.0,49.0,hobyo,so,80.85,81,88,14,Set 14
665,-15.0,21.0,kalabo,zm,74.28,76,80,2.93,Set 14
666,-14.0,-29.0,maragogi,br,84.36,81,20,9.42,Set 14
667,48.0,39.0,dmytrivka,ua,19.4,48,0,11.18,Set 14
668,38.0,108.0,yinchuan,cn,42.69,91,88,3.15,Set 14
669,-17.0,132.0,katherine,au,77,88,80,1.12,Set 14
670,6.0,104.0,kuala terengganu,my,78.8,88,75,2.24,Set 14
671,-24.0,-60.0,pozo colorado,py,96.33,52,0,18.48,Set 14
672,50.0,83.0,oskemen,kz,12.45,75,0,2.48,Set 14
673,41.0,-66.0,yarmouth,ca,32,99,75,12.75,Set 14
674,27.0,-9.0,tiznit,ma,61.68,85,68,9.19,Set 14
675,-6.0,43.0,chake chake,tz,83.01,97,0,8.41,Set 14
676,19.0,127.0,san vicente,ph,86,45,40,9.17,Set 14
677,-5.0,106.0,metro,id,77.7,98,68,2.48,Set 14
678,59.0,26.0,koeru,ee,24.24,84,0,14.67,Set 14
679,-3.0,0.0,takoradi,gh,82.56,96,0,11.99,Set 14
680,74.0,21.0,skjervoy,no,26.6,86,90,20.8,Set 14
681,58.0,31.0,volot,ru,29.46,83,44,8.75,Set 14
682,-19.0,57.0,cap malheureux,mu,80.6,94,40,12.75,Set 14
683,50.0,21.0,tarnow,pl,28.4,63,20,14.99,Set 14
684,31.0,-90.0,bogalusa,us,73.4,88,90,10.29,Set 14
685,1.0,-110.0,ixtapa,mx,78.8,65,75,12.75,Set 14
686,-12.0,138.0,nhulunbuy,au,77,88,75,12.75,Set 14
687,44.0,-8.0,naron,es,50,76,40,6.93,Set 14
688,50.0,-113.0,lethbridge,ca,30.2,80,90,12.75,Set 14
689,27.0,120.0,hanyang,cn,49.08,75,76,4.61,Set 14
690,-2.0,-80.0,el triunfo,ec,95,26,75,4.7,Set 14
691,3.0,-39.0,itarema,br,84.9,83,20,9.98,Set 14
692,3.0,41.0,mandera,ke,95.16,26,92,8.97,Set 14
693,-17.0,37.0,quelimane,mz,80.6,83,40,5.82,Set 14
694,-12.0,-42.0,ibipeba,br,82.83,72,36,4.61,Set 14
695,16.0,107.0,saravan,la,46.4,75,0,11.41,Set 14
696,-22.0,117.0,roebourne,au,81.39,46,0,7.07,Set 14
697,-11.0,-83.0,chimbote,pe,74.91,84,20,5.95,Set 14
698,40.0,135.0,preobrazheniye,ru,30.72,62,0,7.18,Set 14
699,0.0,123.0,gorontalo,id,73.29,92,0,1.81,Set 14
700,39.0,-121.0,north auburn,us,48.2,66,90,3.36,Set 15
701,57.0,149.0,arman,ru,3.2,45,32,8.95,Set 15
702,-21.0,20.0,gobabis,na,80.6,44,24,2.24,Set 15
703,67.0,-179.0,egvekinot,ru,-12.22,74,80,6.4,Set 15
704,-18.0,23.0,shakawe,bw,72.21,73,44,5.17,Set 15
705,49.0,113.0,kyra,ru,,,,,Set 15
706,-20.0,36.0,beira,mz,50,76,40,6.93,Set 15
707,44.0,-75.0,potsdam,us,30.2,28,0,12.75,Set 15
708,33.0,12.0,zuwarah,ly,71.4,49,56,18.59,Set 15
709,54.0,43.0,potma,ru,,,,,Set 15
710,56.0,-58.0,saint-augustin,ca,44.6,81,20,8.05,Set 15
711,62.0,55.0,voyvozh,ru,-9.07,65,8,4.61,Set 15
712,8.0,133.0,kloulklubed,pw,80.6,78,90,9.17,Set 15
713,14.0,52.0,bereda,so,50,76,40,6.93,Set 15
714,16.0,-69.0,la romana,do,82.4,74,75,18.34,Set 15
715,41.0,15.0,san giorgio del sannio,it,53.6,76,75,4.7,Set 15
716,4.0,32.0,moyo,ug,,,,,Set 15
717,-2.0,-83.0,salinas,ec,55.4,76,1,2.71,Set 15
718,-31.0,153.0,kempsey,au,74.01,92,0,8.52,Set 15
719,25.0,75.0,begun,in,73.38,27,32,9.08,Set 15
720,14.0,-68.0,rincon,an,84.2,30,1,13.87,Set 15
721,63.0,95.0,baykit,ru,25.05,81,56,8.63,Set 15
722,40.0,-113.0,tooele,us,41,80,90,16.11,Set 15
723,54.0,115.0,verkh-usugli,ru,12.27,62,64,2.37,Set 15
724,17.0,-62.0,old road,ag,,,,,Set 15
725,-6.0,148.0,finschhafen,pg,72.12,88,80,1.14,Set 15
726,12.0,80.0,pondicherry,in,66.2,88,20,19.46,Set 15
727,26.0,85.0,marhaura,in,69.8,52,0,7.74,Set 15
728,-19.0,15.0,ongandjera,na,70.41,83,80,2.93,Set 15
729,-29.0,-88.0,coquimbo,cl,69.8,60,0,12.75,Set 15
730,13.0,130.0,san policarpo,ph,77.79,100,100,3.83,Set 15
731,61.0,6.0,hoyanger,no,35.6,79,75,1.12,Set 15
732,-5.0,117.0,galesong,id,73.4,94,20,3.36,Set 15
733,36.0,69.0,nahrin,af,47.55,69,76,0.47,Set 15
734,31.0,2.0,aflu,dz,,,,,Set 15
735,21.0,-97.0,cazones,mx,86,66,40,6.93,Set 15
736,61.0,179.0,beringovskiy,ru,13.08,94,80,18.59,Set 15
737,39.0,43.0,patnos,tr,59,67,0,4.7,Set 15
738,20.0,-116.0,constitucion,mx,73.4,11,75,17.22,Set 15
739,13.0,117.0,buluang,ph,78.8,83,40,6.93,Set 15
740,-28.0,-155.0,avera,pf,80.6,25,1,6.4,Set 15
741,4.0,-53.0,roura,gf,77,94,92,10.29,Set 15
742,52.0,-104.0,wadena,ca,25.41,100,92,6.62,Set 15
743,4.0,85.0,hambantota,lk,82.83,100,12,12.88,Set 15
744,9.0,-9.0,kerouane,gn,102.2,24,12,4.7,Set 15
745,44.0,72.0,mikhaylovka,kz,15.6,66,0,3.94,Set 15
746,14.0,93.0,port blair,in,83.28,100,0,9.08,Set 15
747,8.0,-61.0,mabaruma,gy,88.05,53,0,8.19,Set 15
748,-49.0,-57.0,rawson,ar,71.04,31,0,16.58,Set 15
749,57.0,150.0,magadan,ru,3.2,45,36,8.95,Set 15
750,18.0,65.0,dwarka,in,73.4,43,32,3.38,Set 16
751,59.0,4.0,visnes,no,35.6,69,0,20.8,Set 16
752,-52.0,176.0,dunedin,nz,46.56,91,76,5.95,Set 16
753,24.0,42.0,buraydah,sa,71.6,30,5,9.17,Set 16
754,39.0,103.0,jinchang,cn,28.29,79,48,2.59,Set 16
755,-16.0,-179.0,halalo,wf,,,,,Set 16
756,-12.0,-39.0,irara,br,81.03,100,36,4.38,Set 16
757,50.0,-8.0,kinsale,ie,32,100,75,17.22,Set 16
758,60.0,154.0,talaya,ru,14.43,84,0,6.96,Set 16
759,0.0,112.0,sri aman,my,78.8,88,75,2.26,Set 16
760,-11.0,-42.0,irece,br,82.83,72,36,4.61,Set 16
761,35.0,114.0,xinxiang,cn,40.53,83,76,4.72,Set 16
762,18.0,114.0,wanning,cn,26.6,68,75,10.29,Set 16
763,-13.0,45.0,boueni,yt,82.4,83,56,17.22,Set 16
764,28.0,141.0,shimoda,jp,51.8,87,75,4.7,Set 16
765,-30.0,28.0,quthing,ls,50.07,100,44,2.26,Set 16
766,-10.0,47.0,koungou,yt,,,,,Set 16
767,-26.0,128.0,yulara,au,73.4,46,0,8.05,Set 16
768,9.0,75.0,alappuzha,in,,,,,Set 16
769,-33.0,-40.0,laguna,br,77,25,20,5.82,Set 16
770,28.0,-82.0,winston,us,32,79,88,14.99,Set 16
771,53.0,-57.0,saint anthony,ca,30.2,86,90,9.17,Set 16
772,6.0,76.0,manavalakurichi,in,82.4,88,20,2.37,Set 16
773,-8.0,-79.0,laredo,pe,89.6,43,1,5.84,Set 16
774,7.0,68.0,kulhudhuffushi,mv,84.36,100,0,6.17,Set 16
775,41.0,-93.0,pella,us,41,80,75,4.7,Set 16
776,0.0,47.0,mogadishu,so,82.11,98,68,21.83,Set 16
777,25.0,67.0,karachi,pk,77,65,40,11.41,Set 16
778,26.0,117.0,yongan,cn,21.18,76,36,2.48,Set 16
779,17.0,23.0,biltine,td,78.15,21,0,6.73,Set 16
780,49.0,-107.0,gravelbourg,ca,30.36,100,88,4.72,Set 16
781,-1.0,137.0,biak,id,79.05,100,80,2.26,Set 16
782,-20.0,-64.0,monteagudo,bo,86,62,75,6.93,Set 16
783,65.0,67.0,salekhard,ru,-16.54,48,0,4.5,Set 16
784,-13.0,-79.0,lima,pe,70.95,74,24,2.71,Set 16
785,21.0,90.0,mathbaria,bd,70.68,94,0,2.48,Set 16
786,-15.0,105.0,palabuhanratu,id,,,,,Set 16
787,45.0,103.0,hovd,mn,35.6,95,90,25.28,Set 16
788,45.0,-69.0,hermon,us,32,100,92,12.75,Set 16
789,39.0,31.0,emirdag,tr,52.68,57,12,9.31,Set 16
790,64.0,105.0,yerbogachen,ru,18.66,91,92,7.96,Set 16
791,2.0,-57.0,lethem,gy,95.52,35,24,13.78,Set 16
792,45.0,-123.0,hayesville,us,68,45,1,4.7,Set 16
793,57.0,112.0,gorno-chuyskiy,ru,,,,,Set 16
794,-9.0,-88.0,paita,pe,89.6,52,0,10.29,Set 16
795,4.0,-72.0,puerto gaitan,co,,,,,Set 16
796,66.0,115.0,udachnyy,ru,-8.8,63,68,5.95,Set 16
797,2.0,8.0,luba,gq,67.08,84,0,3.6,Set 16
798,54.0,53.0,severnoye,ru,10.11,79,56,14.79,Set 16
799,52.0,88.0,tashtagol,ru,10.83,69,0,2.26,Set 16
800,43.0,29.0,sabla,bg,90.75,35,32,3.38,Set 17
801,14.0,0.0,dori,bf,93.99,30,20,3.15,Set 17
802,-10.0,-173.0,sataua,ws,,,,,Set 17
803,24.0,-22.0,nouadhibou,mr,69.8,64,0,20.8,Set 17
804,17.0,-67.0,guanica,us,82.4,65,40,9.17,Set 17
